ENTITY_ID,COMPANY_CODE,TEMPLATE_NAME,CONTENT,CLEANED_CONTENT
307,INTERPARKTICKET,[인터파크 티켓] 배송정보변경 (배송중 불가),"고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 배송 정보 변경에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 예매하신 티켓은 0월 0일 배송업체로 배송 시작되었습니다. 티켓이 발송된 상태이기 때문에 배송지, 수령인, 전화번호
모두 변경이 어려운 점 양해해 주시기 바랍니다. 다른 문의사항은 티켓 고객센터[1544-1555] 또는 1:1문의하기로
접수 바라며, 인터파크 티켓을 이용하는 모든 고객 여러분께
편리한 서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다.","고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 배송 정보 변경에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 예매하신 티켓은 0월 0일 배송업체로 배송 시작되었습니다. 티켓이 발송된 상태이기 때문에 배송지, 수령인, 전화번호
모두 변경이 어려운 점 양해해 주시기 바랍니다. 다른 문의사항은 티켓 고객센터[1544-1555] 또는 1:1문의하기로
접수 바라며, 인터파크 티켓을 이용하는 모든 고객 여러분께
편리한 서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다."
308,INTERPARKTICKET,[인터파크 티켓] 현장수령 - 배송 (가능),"고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 배송 접수에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 배송으로 변경 원하실 경우 아래 계좌로 배송비 3,200원
입금 후 연락해 주시기 바랍니다.
[기업은행 066-046609-01-060 주식회사 인터파크트리플] 다만, 배송은 관람일로부터 15일 전까지만 신청 가능하며,
입금 후 배송 접수는 고객센터[1544-1555]를 통해서만
가능하오니 번거로우시더라도 예매자 본인이 직접 고객센터로
연락하셔서 배송 접수해 주셔야 합니다.
[1:1문의하기로는 배송 접수가 어렵습니다.] 인터파크 티켓을 이용하는 모든 고객 여러분께 편리한
서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다.","고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 배송 접수에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 배송으로 변경 원하실 경우 아래 계좌로 배송비 3,200원
입금 후 연락해 주시기 바랍니다.
[기업은행 066-046609-01-060 주식회사 인터파크트리플] 다만, 배송은 관람일로부터 15일 전까지만 신청 가능하며,
입금 후 배송 접수는 고객센터[1544-1555]를 통해서만
가능하오니 번거로우시더라도 예매자 본인이 직접 고객센터로
연락하셔서 배송 접수해 주셔야 합니다.
[1:1문의하기로는 배송 접수가 어렵습니다.] 인터파크 티켓을 이용하는 모든 고객 여러분께 편리한
서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다."
309,INTERPARKTICKET,[인터파크 티켓] 현장수령 - 배송 (불가),"고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 배송 접수에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 배송은 관람일 15일 전까지만 접수 가능합니다.

위의 예매하신 티켓은 배송 기간이 부족하여 공연 당일 현장에서만
수령하실 수 있는 점 양해해 주시기 바랍니다. 다른 문의사항은 티켓 고객센터[1544-1555] 또는 1:1문의하기로
접수 바라며, 인터파크 티켓을 이용하는 모든 고객 여러분께
편리한 서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다.","고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 배송 접수에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 배송은 관람일 15일 전까지만 접수 가능합니다.

위의 예매하신 티켓은 배송 기간이 부족하여 공연 당일 현장에서만
수령하실 수 있는 점 양해해 주시기 바랍니다. 다른 문의사항은 티켓 고객센터[1544-1555] 또는 1:1문의하기로
접수 바라며, 인터파크 티켓을 이용하는 모든 고객 여러분께
편리한 서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다."
310,INTERPARKTICKET,[인터파크 티켓] 반송 (아직 반송되지 않음),"고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 티켓 배송에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 예매하신 티켓은 아직 당사로 반송 완료된 내용이 확인되지 않습니다. 티켓이 반송 완료되면, SMS 문자 발송되오니 문자 받으신 후
반드시 예매자 본인께서 직접 고객센터[1544-1555]로 연락하셔서
현장 수령으로 변경접수 요청해 주시기 바랍니다. 인터파크 티켓을 이용하는 모든 고객 여러분께 편리한
서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다.","고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 티켓 배송에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 예매하신 티켓은 아직 당사로 반송 완료된 내용이 확인되지 않습니다. 티켓이 반송 완료되면, SMS 문자 발송되오니 문자 받으신 후
반드시 예매자 본인께서 직접 고객센터[1544-1555]로 연락하셔서
현장 수령으로 변경접수 요청해 주시기 바랍니다. 인터파크 티켓을 이용하는 모든 고객 여러분께 편리한
서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다."
311,INTERPARKTICKET,[인터파크 티켓] 반송 (재배송 가능),"고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 티켓 배송에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 예매하신 티켓은 [수취인 연락불가]로 반송되었습니다. 티켓 재배송을 원하실 경우 아래 계좌로 재배송비 3,200원
입금 후 예매자 본인께서 고객센터[1544-1555]로 연락 바랍니다.
[기업은행 066-046609-01-060 주식회사 인터파크트리플] 입금 후 배송접수는 고객센터[1544-1555]를 통해서만
가능하오니 번거로우시더라도 예매자가 직접 고객센터로
배송 접수해 주셔야 합니다.
[1:1문의하기로는 배송 접수가 어렵습니다.] 인터파크 티켓을 이용하는 모든 고객 여러분께 편리한
서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다.","고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 티켓 배송에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 예매하신 티켓은 [수취인 연락불가]로 반송되었습니다. 티켓 재배송을 원하실 경우 아래 계좌로 재배송비 3,200원
입금 후 예매자 본인께서 고객센터[1544-1555]로 연락 바랍니다.
[기업은행 066-046609-01-060 주식회사 인터파크트리플] 입금 후 배송접수는 고객센터[1544-1555]를 통해서만
가능하오니 번거로우시더라도 예매자가 직접 고객센터로
배송 접수해 주셔야 합니다.
[1:1문의하기로는 배송 접수가 어렵습니다.] 인터파크 티켓을 이용하는 모든 고객 여러분께 편리한
서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다."
312,INTERPARKTICKET,[인터파크 티켓] 반송 (재배송 불가),"고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 티켓 배송에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 예매하신 티켓은 [수취인 연락불가]로 반송되었습니다. 배송은 관람일로부터 15일 전까지만 신청이 가능하며,
현재 예매 건은 배송 날짜가 여유롭지 않아 재배송은
어려우며 공연 당일 현장 수령만 가능합니다. 현장 수령으로 변경해 드렸으며, 공연 당일 현장에서
[예매자 신분증]과 [예매내역서] 확인 후 예매자 본인께서
직접 수령해 주시기 바랍니다. 다른 문의사항은 티켓 고객센터[1544-1555] 또는 1:1문의하기로
접수 바라며, 인터파크 티켓을 이용하는 모든 고객 여러분께
편리한 서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다.","고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 티켓 배송에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 예매하신 티켓은 [수취인 연락불가]로 반송되었습니다. 배송은 관람일로부터 15일 전까지만 신청이 가능하며,
현재 예매 건은 배송 날짜가 여유롭지 않아 재배송은
어려우며 공연 당일 현장 수령만 가능합니다. 현장 수령으로 변경해 드렸으며, 공연 당일 현장에서
[예매자 신분증]과 [예매내역서] 확인 후 예매자 본인께서
직접 수령해 주시기 바랍니다. 다른 문의사항은 티켓 고객센터[1544-1555] 또는 1:1문의하기로
접수 바라며, 인터파크 티켓을 이용하는 모든 고객 여러분께
편리한 서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다."
313,INTERPARKTICKET,[인터파크 티켓] 반송 취소 (카드),"고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 예매 취소에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 티켓 취소를 원하시면 받으신 티켓을 취소 마감 시간인
0월 0일 금요일 오후 5시까지 우체국 등기를 이용하셔서
아래의 주소로 반송해 주셔야 합니다.
[우체국 등기 반송 비용은 직접 부담해 주셔야 합니다.] 반송처 : 서울특별시 금천구 벚꽃로 278 SJ테크노빌 15층 인터파크 티켓 환불담당자 [08511] 참고로 취소수수료는 티켓 도착 기준으로 아래와 같이
부과되며, 예매수수료, 초기배송료는 환불되지 않습니다.
2011.04.10~2011.05.04 장당 4,000원 (티켓금액의 10% 한도)
2011.05.05~2011.05.07 티켓금액의 10%
2011.05.08~2011.05.11 티켓금액의 20%
2011.05.12~2011.05.13 티켓금액의 30% 티켓은 취소 마감 시간 내에 당사로 반송되어야만 취소 가능하며,
마감 시간 이후 도착 시에는 취소나 변경, 환불 어렵습니다. 티켓 도착 후 취소 시 카카오톡 알림 발송되며, 발송 1~2일 후
취소 알림을 받지 못하시면 고객센터[1544-1555]로 문의해
주시기 바랍니다.
[카카오톡을 이용하시지 않는다면 문자 발송됩니다.] 예매 취소 후 카드 취소는 카드 회사의 특성상 취소 요청 후
3~5일 정도 지난 후 취소 처리가 완료됨을 양해 바랍니다. 인터파크 티켓을 이용하는 모든 고객 여러분께 편리한
서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다.","고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 예매 취소에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 티켓 취소를 원하시면 받으신 티켓을 취소 마감 시간인
0월 0일 금요일 오후 5시까지 우체국 등기를 이용하셔서
아래의 주소로 반송해 주셔야 합니다.
[우체국 등기 반송 비용은 직접 부담해 주셔야 합니다.] 반송처 : 서울특별시 금천구 벚꽃로 278 SJ테크노빌 15층 인터파크 티켓 환불담당자 [08511] 참고로 취소수수료는 티켓 도착 기준으로 아래와 같이
부과되며, 예매수수료, 초기배송료는 환불되지 않습니다.
2011.04.10~2011.05.04 장당 4,000원 (티켓금액의 10% 한도)
2011.05.05~2011.05.07 티켓금액의 10%
2011.05.08~2011.05.11 티켓금액의 20%
2011.05.12~2011.05.13 티켓금액의 30% 티켓은 취소 마감 시간 내에 당사로 반송되어야만 취소 가능하며,
마감 시간 이후 도착 시에는 취소나 변경, 환불 어렵습니다. 티켓 도착 후 취소 시 카카오톡 알림 발송되며, 발송 1~2일 후
취소 알림을 받지 못하시면 고객센터[1544-1555]로 문의해
주시기 바랍니다.
[카카오톡을 이용하시지 않는다면 문자 발송됩니다.] 예매 취소 후 카드 취소는 카드 회사의 특성상 취소 요청 후
3~5일 정도 지난 후 취소 처리가 완료됨을 양해 바랍니다. 인터파크 티켓을 이용하는 모든 고객 여러분께 편리한
서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다."
314,INTERPARKTICKET,[인터파크 티켓] 반송 취소 (무통장),"고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 예매 취소에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 티켓 취소를 원하시면 받으신 티켓을 취소 마감 시간인
0월 0일 금요일 오후 5시까지 우체국 등기를 이용하셔서
아래의 주소로 반송해 주셔야 합니다.
[우체국 등기 반송 비용은 직접 부담해 주셔야 합니다.] 반송처 : 서울특별시 금천구 벚꽃로 278 SJ테크노빌 15층 인터파크 티켓 환불담당자 [08511] 참고로 취소수수료는 티켓 도착 기준으로 아래와 같이
부과되며, 예매수수료, 초기배송료는 환불되지 않습니다.
2011.04.10~2011.05.04 장당 4,000원 (티켓금액의 10% 한도)
2011.05.05~2011.05.07 티켓금액의 10%
2011.05.08~2011.05.11 티켓금액의 20%
2011.05.12~2011.05.13 티켓금액의 30% 티켓은 취소 마감 시간 내에 당사로 반송되어야만 취소 가능하며,
마감 시간 이후 도착 시에는 취소나 변경, 환불 어렵습니다. 반송 시 [ 이름 ] 고객님 성함으로 되어 있는 환불 계좌 번호를
메모 후 함께 보내주시기 바랍니다. 동봉하지 않으신 경우 취소 문자 수신 후 홈페이지의 [마이페이지 >
상세 > 환불계좌접수]에서 직접 접수 가능합니다. 티켓 도착 후 취소 시 카카오톡 알림 발송되며, 발송 1~2일 후
취소 알림을 받지 못하시면 고객센터[1544-1555]로 문의해
주시기 바랍니다.
[카카오톡을 이용하시지 않는다면 문자 발송됩니다.] 환불은 취소 후 주말 제외 2~3일 정도 소요됩니다. 인터파크 티켓을 이용하는 모든 고객 여러분께 편리한
서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다.","고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 예매 취소에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 티켓 취소를 원하시면 받으신 티켓을 취소 마감 시간인
0월 0일 금요일 오후 5시까지 우체국 등기를 이용하셔서
아래의 주소로 반송해 주셔야 합니다.
[우체국 등기 반송 비용은 직접 부담해 주셔야 합니다.] 반송처 : 서울특별시 금천구 벚꽃로 278 SJ테크노빌 15층 인터파크 티켓 환불담당자 [08511] 참고로 취소수수료는 티켓 도착 기준으로 아래와 같이
부과되며, 예매수수료, 초기배송료는 환불되지 않습니다.
2011.04.10~2011.05.04 장당 4,000원 (티켓금액의 10% 한도)
2011.05.05~2011.05.07 티켓금액의 10%
2011.05.08~2011.05.11 티켓금액의 20%
2011.05.12~2011.05.13 티켓금액의 30% 티켓은 취소 마감 시간 내에 당사로 반송되어야만 취소 가능하며,
마감 시간 이후 도착 시에는 취소나 변경, 환불 어렵습니다. 반송 시 [ 이름 ] 고객님 성함으로 되어 있는 환불 계좌 번호를
메모 후 함께 보내주시기 바랍니다. 동봉하지 않으신 경우 취소 문자 수신 후 홈페이지의 [마이페이지 >
상세 > 환불계좌접수]에서 직접 접수 가능합니다. 티켓 도착 후 취소 시 카카오톡 알림 발송되며, 발송 1~2일 후
취소 알림을 받지 못하시면 고객센터[1544-1555]로 문의해
주시기 바랍니다.
[카카오톡을 이용하시지 않는다면 문자 발송됩니다.] 환불은 취소 후 주말 제외 2~3일 정도 소요됩니다. 인터파크 티켓을 이용하는 모든 고객 여러분께 편리한
서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다."
315,INTERPARKTICKET,[인터파크 티켓] 반송 후 취소 완료 (카드),"고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 예매 취소에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 예매하신 티켓은 정상적으로 도착하였으며, 취소되었습니다. 예매수수료 4,000원과 취소수수료 8,000원, 초기 배송료 3,200원을
제외한 212,000원 환불 예정이며, 취소된 건은 카드회사의 특성상
3~5일 정도 지난 다음 승인 취소 처리됩니다. 다만, 고객님 결제일에 따라 카드 대금이 청구될 수 있으며,
청구된 이후 취소가 되었으면 다음 달 카드 대금에서
상계 처리되거나 통장으로 환불 처리됩니다. 카드 환불 관련 사항은 카드사를 통해 확인하실 수 있습니다. 다른 문의사항은 티켓 고객센터[1544-1555] 또는 1:1문의하기로
접수 바라며, 인터파크 티켓을 이용하는 모든 고객 여러분께
편리한 서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다.","고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 예매 취소에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 예매하신 티켓은 정상적으로 도착하였으며, 취소되었습니다. 예매수수료 4,000원과 취소수수료 8,000원, 초기 배송료 3,200원을
제외한 212,000원 환불 예정이며, 취소된 건은 카드회사의 특성상
3~5일 정도 지난 다음 승인 취소 처리됩니다. 다만, 고객님 결제일에 따라 카드 대금이 청구될 수 있으며,
청구된 이후 취소가 되었으면 다음 달 카드 대금에서
상계 처리되거나 통장으로 환불 처리됩니다. 카드 환불 관련 사항은 카드사를 통해 확인하실 수 있습니다. 다른 문의사항은 티켓 고객센터[1544-1555] 또는 1:1문의하기로
접수 바라며, 인터파크 티켓을 이용하는 모든 고객 여러분께
편리한 서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다."
316,INTERPARKTICKET,[인터파크 티켓] 반송 후 취소 완료 (무통장),"고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 예매 취소에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 예매하신 티켓은 정상적으로 도착하였으며, 취소되었습니다. [] 요청하신 계좌로 예매수수료 2,000원과 취소수수료 4,000원,
초기 배송료 3,200원을 제외한 212,000원 환불됩니다. 환불 완료 시까지는 주말 제외 2-3일 정도 소요됨을
양해해 주시기 바랍니다. 다른 문의사항은 티켓 고객센터[1544-1555] 또는 1:1문의하기로
접수 바라며, 인터파크 티켓을 이용하는 모든 고객 여러분께
편리한 서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다.","고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 예매 취소에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 예매하신 티켓은 정상적으로 도착하였으며, 취소되었습니다. [] 요청하신 계좌로 예매수수료 2,000원과 취소수수료 4,000원,
초기 배송료 3,200원을 제외한 212,000원 환불됩니다. 환불 완료 시까지는 주말 제외 2-3일 정도 소요됨을
양해해 주시기 바랍니다. 다른 문의사항은 티켓 고객센터[1544-1555] 또는 1:1문의하기로
접수 바라며, 인터파크 티켓을 이용하는 모든 고객 여러분께
편리한 서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다."
317,INTERPARKTICKET,[인터파크 티켓] 실사용자 정보 삭제요청,"고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 내용에 대한 답변입니다. 먼저, 어떤 이유에서건 인터파크를 이용해 주시는데
불편을 드려 죄송합니다. 해당 내역 확인 결과 예매 시 휴대폰 번호를 잘못 등록하셔서
고객님께 관련 메시지가 발송되었습니다. 회원 정보 상 등록된 휴대폰 번호는 수정하였으나 예매 시
등록된 정보는 변경할 수 없기 때문에 추후 관람일 관련 메시지가
추가적으로 발송될 수 있는 점 양해해 주시기 바랍니다. 인터파크 티켓을 이용하는 모든 고객 여러분께 더 편리한
서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다.","고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 내용에 대한 답변입니다. 먼저, 어떤 이유에서건 인터파크를 이용해 주시는데
불편을 드려 죄송합니다. 해당 내역 확인 결과 예매 시 휴대폰 번호를 잘못 등록하셔서
고객님께 관련 메시지가 발송되었습니다. 회원 정보 상 등록된 휴대폰 번호는 수정하였으나 예매 시
등록된 정보는 변경할 수 없기 때문에 추후 관람일 관련 메시지가
추가적으로 발송될 수 있는 점 양해해 주시기 바랍니다. 인터파크 티켓을 이용하는 모든 고객 여러분께 더 편리한
서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다."
318,INTERPARKTICKET,[인터파크 티켓] 환불계좌 (기본),"고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 환불 계좌 접수에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 환불 계좌는 모바일 환경에서 정상 접수되지 않을 수 있기 때문에
PC 홈페이지에서 접수하셔야 합니다. 홈페이지의 [마이페이지 > 상세 > 환불계좌접수]에서
환불 계좌 접수가 가능하며, 홈페이지에서 접수가 어렵다면,
[ ] 고객님 성함의 계좌를 고객센터[1544-1555] 또는
1:1문의하기로 확인해 주시면 환불 접수해 드리겠습니다. 참고로, 카카오 뱅크(미니) 계좌는 고객센터나 1:1문의하기를
통해서 접수 가능하나, 토스 뱅크 계좌는 접수가 어렵습니다. 환불은 계좌 접수 후 주말, 공휴일 제외 2~3일 정도
소요되는 점 양해해 주시기 바랍니다. 인터파크 티켓을 이용하는 모든 고객 여러분께 편리한
서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다.","고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 환불 계좌 접수에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 환불 계좌는 모바일 환경에서 정상 접수되지 않을 수 있기 때문에
PC 홈페이지에서 접수하셔야 합니다. 홈페이지의 [마이페이지 > 상세 > 환불계좌접수]에서
환불 계좌 접수가 가능하며, 홈페이지에서 접수가 어렵다면,
[ ] 고객님 성함의 계좌를 고객센터[1544-1555] 또는
1:1문의하기로 확인해 주시면 환불 접수해 드리겠습니다. 참고로, 카카오 뱅크(미니) 계좌는 고객센터나 1:1문의하기를
통해서 접수 가능하나, 토스 뱅크 계좌는 접수가 어렵습니다. 환불은 계좌 접수 후 주말, 공휴일 제외 2~3일 정도
소요되는 점 양해해 주시기 바랍니다. 인터파크 티켓을 이용하는 모든 고객 여러분께 편리한
서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다."
319,INTERPARKTICKET,[인터파크 티켓] 환불계좌 (접수완료),"고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 환불 계좌 접수에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : [] 요청하신 계좌로 환불 접수되었으며,
예매수수료 2,000원과 취소수수료 4,000원을 제외한
총 환불 금액은 120,000원입니다. 환불은 주말과 공휴일을 제외하고 2-3일 정도 소요되는 점
양해해 주시기 바랍니다. 다른 문의사항은 티켓 고객센터[1544-1555] 또는 1:1문의하기로
접수 바라며, 인터파크 티켓을 이용하는 모든 고객 여러분께
편리한 서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다.","고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 환불 계좌 접수에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : [] 요청하신 계좌로 환불 접수되었으며,
예매수수료 2,000원과 취소수수료 4,000원을 제외한
총 환불 금액은 120,000원입니다. 환불은 주말과 공휴일을 제외하고 2-3일 정도 소요되는 점
양해해 주시기 바랍니다. 다른 문의사항은 티켓 고객센터[1544-1555] 또는 1:1문의하기로
접수 바라며, 인터파크 티켓을 이용하는 모든 고객 여러분께
편리한 서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다."
320,INTERPARKTICKET,[인터파크 티켓] 환불계좌 (가족계좌),"고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 환불 계좌 접수에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 환불 계좌는 예매자 분 성함으로 되어 있는 계좌 또는
예매자의 가족 계좌로만 접수가 가능합니다. 다만, 가족 계좌로 환불을 원하신다면 주민등록등본이나
가족관계증명서를 발송해 주셔야 합니다. 개인 정보 서류 접수에 동의하신다면 증빙 서류를
이메일[ticket_cs@interparkcs.com]로 발송해 주시기 바랍니다.
[주민등록번호 뒷자리는 가리셔야 하며, 발급일로부터
3개월 이내의 증빙서류를 보내주시기 바랍니다.] 발송 후 접수는 고객센터[1544-1555]를 통해서만 가능하므로
반드시 예매자 본인께서 연락하셔서 요청해 주셔야 합니다. 인터파크 티켓을 이용하는 모든 고객 여러분께 편리한
서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다.","고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 환불 계좌 접수에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : 환불 계좌는 예매자 분 성함으로 되어 있는 계좌 또는
예매자의 가족 계좌로만 접수가 가능합니다. 다만, 가족 계좌로 환불을 원하신다면 주민등록등본이나
가족관계증명서를 발송해 주셔야 합니다. 개인 정보 서류 접수에 동의하신다면 증빙 서류를
이메일[ticket_cs@interparkcs.com]로 발송해 주시기 바랍니다.
[주민등록번호 뒷자리는 가리셔야 하며, 발급일로부터
3개월 이내의 증빙서류를 보내주시기 바랍니다.] 발송 후 접수는 고객센터[1544-1555]를 통해서만 가능하므로
반드시 예매자 본인께서 연락하셔서 요청해 주셔야 합니다. 인터파크 티켓을 이용하는 모든 고객 여러분께 편리한
서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다."
321,INTERPARKTICKET,[인터파크 티켓] 환불계좌 (환불완료),"고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 무통장 환불에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : [] 고객님 계좌로 0월 0일에 108,500원
환불 완료되었습니다. 다른 문의사항은 티켓 고객센터[1544-1555] 또는 1:1문의하기로
접수 바라며, 인터파크 티켓을 이용하는 모든 고객 여러분께
편리한 서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다.","고객님, 안녕하세요. 인터파크 티켓을 찾아주셔서 감사합니다. 문의하신 무통장 환불에 대한 답변입니다.
예약번호 :
공연제목 :
공연일시 : [] 고객님 계좌로 0월 0일에 108,500원
환불 완료되었습니다. 다른 문의사항은 티켓 고객센터[1544-1555] 또는 1:1문의하기로
접수 바라며, 인터파크 티켓을 이용하는 모든 고객 여러분께
편리한 서비스와 다양한 혜택을 제공하도록 더 노력하겠습니다.
감사합니다."
